0.173073	0.00183586
0.172297	0.00171063
0.172318	0.0016895
0.172557	0.00176764
0.172198	0.00168941
0.172117	0.00172219
0.171866	0.00166943
0.172121	0.00173476
0.172235	0.00176455
0.172185	0.00180329
0.172484	0.00180474
0.172277	0.00177096
0.172691	0.00187676
0.172666	0.0019062
0.17332	0.00209199
0.173802	0.0022784
0.172843	0.00198538
0.172887	0.00207043
0.172575	0.00193082
0.172986	0.00204961
0.172769	0.00195536
0.172437	0.00195644
0.172351	0.00192919
0.172724	0.00191815
0.172068	0.00187544
0.172458	0.00189401
0.172006	0.00175605
0.172278	0.00179765
0.171794	0.00175237
0.172138	0.00182542
0.172063	0.0017913
0.171898	0.00178007
0.17215	0.00178869
0.172374	0.00184906
0.17233	0.00189343
0.172144	0.001897
0.172	0.00181372
0.172075	0.00185914
0.172085	0.00184195
0.17171	0.00177271
0.172302	0.00190366
0.171873	0.00181003
0.171921	0.0018646
0.171825	0.00185147
0.172004	0.0018552
0.171882	0.00185186
0.172025	0.00186773
0.171741	0.00187083
0.171755	0.00188652
0.172025	0.00192161
0.171694	0.00186648
0.17189	0.00190869
0.171837	0.00186277
0.172326	0.00199328
0.172136	0.00192507
0.172152	0.00189705
0.172035	0.00190237
0.17211	0.00193141
0.171871	0.00188932
0.172048	0.00190565
0.172342	0.00197927
0.172215	0.00192884
0.172552	0.00197467
0.172487	0.00197713
0.172491	0.00195387
0.172566	0.00200933
0.172696	0.0019984
0.172626	0.00200952
0.172474	0.00198752
0.17276	0.0019863
0.172651	0.0019927
0.172531	0.00198013
0.172713	0.00206536
0.17367	0.00228477
0.1734	0.00217348
0.173274	0.00218208
0.17369	0.00222928
0.172852	0.00208293
0.172998	0.00213121
0.173091	0.00210345
0.172995	0.00212468
0.173298	0.00216812
0.173138	0.00216681
0.172796	0.00210635
0.17329	0.00219041
0.173207	0.00222795
0.173004	0.00221457
0.173282	0.00221012
0.173429	0.00228657
0.173187	0.00226581
0.173531	0.00241837
0.173082	0.00223073
0.17312	0.00222873
0.173113	0.0022505
0.173111	0.00226418
0.172977	0.00217588
0.172874	0.00214679
0.172339	0.00209951
0.172598	0.00210045
0.172508	0.00207104
0.172662	0.00209528
0.172829	0.00212828
0.172674	0.00212402
0.172574	0.00210436
0.17235	0.00199414
0.172922	0.00220931
0.172527	0.00207424
0.172621	0.00211631
0.172621	0.00214788
0.17208	0.00192548
0.172282	0.00197872
0.172204	0.00199913
0.17198	0.00191741
0.172028	0.00188347
0.171824	0.00190343
0.171779	0.00191852
0.17214	0.00195159
0.17192	0.00190657
0.17199	0.00188046
0.172112	0.00187816
0.172022	0.0018266
0.174344	0.00248785
0.174446	0.00245148
0.173417	0.002205
0.171746	0.00172742
0.171433	0.00157796
0.171425	0.00155895
0.172282	0.00178237
0.172029	0.00172912
0.172202	0.00174609
0.172258	0.00173749
0.172094	0.00176007
0.175217	0.00274743
0.174585	0.00256507
0.175265	0.00277264
0.174945	0.00269407
0.176091	0.00303606
0.175653	0.00293352
0.175515	0.00303157
0.175867	0.00302076
0.175002	0.00272818
0.175347	0.00299821
0.176256	0.00298351
0.175993	0.0029935
0.175871	0.00297001
0.174821	0.00280896
0.175204	0.00286649
0.1748	0.00268988
0.175834	0.00296986
0.176195	0.00299776
0.175573	0.00291946
0.175507	0.00290664
0.175704	0.00292659
0.175565	0.0029536
0.175824	0.00303777
0.175692	0.00300421
0.175429	0.0029405
0.176054	0.00302453
0.17558	0.00299872
0.175963	0.0030868
0.176069	0.00312164
0.17673	0.00332137
0.176324	0.0033338
0.175963	0.00311451
0.175903	0.00317945
0.175514	0.00299628
0.176775	0.00333099
0.176375	0.00305044
0.175601	0.00290871
0.175547	0.00290004
0.175096	0.00261686
0.183788	0.00559254
0.181544	0.0048827
0.18139	0.00484277
0.180815	0.00468512
0.180742	0.00457048
0.180835	0.00458111
0.179868	0.00433918
0.180093	0.0044158
0.179933	0.00433157
0.17992	0.00437254
0.179912	0.0043817
0.181307	0.00487968
0.180909	0.00469454
0.180964	0.00465263
0.181048	0.00467006
0.181682	0.00491211
0.181526	0.00482375
0.180789	0.00455584
0.180234	0.00448743
0.180293	0.00450344
0.181452	0.00482648
0.181913	0.00487999
0.180775	0.00453187
0.181366	0.00476943
0.180776	0.00459677
0.181052	0.00471192
0.180817	0.00475926
0.179884	0.00428751
0.180906	0.00469666
0.180867	0.00457827
0.180594	0.00451879
0.181288	0.00471572
0.180596	0.00455015
0.169111	0.000556207
0.169042	0.000549569
0.168922	0.00048951
0.169297	0.000476968
0.169838	0.000496567
0.169117	0.000413168
0.169127	0.000459562
0.168904	0.000411458
0.169124	0.000486768
0.169583	0.000532883
0.169389	0.000544539
0.169835	0.000551217
0.170075	0.000584794
0.169451	0.000565993
0.169726	0.00055662
0.16962	0.000502647
0.16962	0.000552099
0.169659	0.000533316
0.169728	0.000567259
0.169829	0.000611163
0.170097	0.000645972
0.16935	0.000639008
0.169656	0.00061475
0.170987	0.00144153
